reviewId,reviewDate,mainDepartment,subDepartment,productName,reviewTitle,reviewStar,reviewText,inconsistentStatus
R22UAT0L9H90M1,"Reviewed in the United States on October 4, 2019",Computers,Laptop Accessories,"havit HV-F2056 15.6""-17"" Laptop Cooler Cooling Pad - Slim Portable USB Powered (3 Fans), Black/Blue",IF U R A 3FT TALL PERRSON,2.0,"This would probably work really well , or if u use your computer on the floor, next to the outlet---Hooray! I'm so very tired of getting the wrong item  or a poorly conceived item from Amazon--this does not reach tony desk orbed or chair---the cord which must stay plugged when using, is too short to box with my computer,( leaving God out of it), so I have to search for or buy an additional item to have this one work for me. The first 3 items I bought in this area were futile :first item appeared immediately after the typed in specific item--Iordered it and it was simply wrong item. Second item --at least it was the correct category, but  altho time frame fitted the specs it would not work on that years' Mac.! I do not want to spend my life sending things back  to  Amazon  or purchasing more items to make the first item work. Never again!",0
R2DQCVNZW5C9LF,"Reviewed in the United States on June 27, 2021",Home and Kitchen,Bath,"Gorilla Grip Luxury Chenille Bathroom Rug Mat, 30x20, Extra Soft and Super Absorbent Shaggy Rugs, Machine Washable, Quick Dry Bathmat, Plush Carpet for Tub, Shower and Bath Room Floor Mats, Grey",Beautiful and cheerful color,5.0,When you buy this rug you will not regret it it's bright.. It's beautiful it's soft and its stays in place well... I will buy more rugs from this company... I love this rug,0
R2LX0PWIPVGVWV,"Reviewed in the United States on April 26, 2020",Sports and Outdoors,Outdoor Recreation,"Vont 2 Pack LED Camping Lantern, Super Bright Portable Survival Lanterns, Must Have During Hurricane, Emergency, Storms, Outages, Original Collapsible Camping Lights/Lamp (Batteries Included)",Quality of Material,3.0,"I would to start by saying that these lamps seems great. As soon as they arrive we turn them on to see how bright they were and for the price I think they are very bright. I am giving a 3 stars review because when my husband opened one for the first time, there was a little pice of it that fell off, this leads me to believe that the quality of the material is not very good. In regards to brightness I can say it is bright but since my husband had this experience whith the Lamp I am not sure I can say it will last very long.",1
R3AXQ6FVTT0H37,"Reviewed in the United States on May 13, 2021",Home and Kitchen,"Heating, Cooling & Air Quality","Portable Electric Space Heater with Thermostat, 1500W/750W Safe and Quiet Ceramic Heater Fan, Heat Up 200 Square Feet for Office Room Desk Indoor Use",Noisy.  Great with heat output but should come with earplugs,3.0,"Love the heat output, but the noise is off-putting.",1
R2PK77QC30ODEV,"Reviewed in the United States on July 12, 2021",Computers,Men's Accessories,TRAVANDO Mens Slim Wallet with Money Clip AUSTIN RFID Blocking Bifold Credit Card Holder for Men with Gift Box (Carbon),Too big,2.0,Returned it was too big,1
RXC2BKFIZV8X5,"Reviewed in the United States on April 15, 2021",Home and Kitchen,"Heating, Cooling & Air Quality","Honeywell HT-900 TurboForce Air Circulator Fan Black, Small",Do not buy - did not work,1.0,"Out of the box this item did not work. There was a small hum indicating it was trying to operate, but the blades did not turn.",1
R34YU4NHV0M2CC,"Reviewed in the United States on April 10, 2021",Sports and Outdoors,Sports & Fitness,"Fitbit Charge 4 Fitness and Activity Tracker with Built-in GPS, Heart Rate, Sleep & Swim Tracking, Black/Black, One Size (S &L Bands Included)",Monitoring my hourly 250 steps on Fitbit,4.0,"I was looking for a Fitbit that would allow me to know how many steps I needed for my hourly 250 steps. This Fitbit does that. However, it was a learning curve to find that. I now have that figured out so, I am very happy.",0
RSVF5QUAP3FYG,"Reviewed in the United States on November 4, 2020",Home and Kitchen,"Heating, Cooling & Air Quality","Honeywell HT-900 TurboForce Air Circulator Fan Black, Small",Honeywell not what it used to be.,2.0,"I was really disappointed in the hi speed setting on this unit. I have an older Honeywell fan identical to this one and when on high, you could really tell due to the strong air flow. The new unit when on high feels like the medium setting on the old unit.",1
RRUNH37GRDBJ4,"Reviewed in the United States on January 14, 2020",Beauty and Personal Care,"Foot,Hand & Nail Care","AIMEILI Gel Nail Polish No Wipe Top and Base Coat Set, Shine Finish and Long Lasting, Soak Off Gel Nail Lacquer - 2 x 10ml",Needs a UV lamp...,4.0,Can't really write a review because I didnt notice that this nail polish needs a uv lamp to cure the polish. Noticed it on the bottle. So be warned,1
R1XQGTKRKBCUCX,"Reviewed in the United States on December 13, 2020",Computers,Computer Accessories & Peripherals,Redragon S101 Wired Gaming Keyboard and Mouse Combo RGB Backlit Gaming Keyboard with Multimedia Keys Wrist Rest and Red Backlit Gaming Mouse 3200 DPI for Windows PC Gamers (Black),just get something else..,3.0,"First, it was pretty good while it lasted. I don't know why but the switches didn't sound as they were advertised.But just after 2 weeks, I was very disappointed with it. The LED's have became dimmer, and the back stand (idk what its called) didn't help much. And the mouse lagged A LOT. The price has gone up, and I don't think it's worth it. Even my sister's SADES which was cheaper performed very much better. Think before you buy. But I do recommend it for gaming. Everything else isn't good.",1
R3EXVM55WX8MU0,"Reviewed in the United States on May 8, 2021",Computers,Laptop Accessories,"MOSISO Compatible with MacBook Air 13 inch Case 2020 2019 2018 Release A2337 M1 A2179 A1932 Retina Display Touch ID, Plastic Hard Shell&Keyboard Cover&Screen Protector&Storage Bag, Transparent",Dont Buy,1.0,"Very diapoint, didnt protected at all mi mac. Buy a real protector. Mi mac ir ruined for trusting this cheap cover,",0
R872XP31GADVB,"Reviewed in the United States on July 3, 2021",Beauty and Personal Care,Skin Care,"Avarelle Acne Pimple Patch (40 Count) Absorbing Hydrocolloid Spot Treatment with Tea Tree Oil, Calendula Oil and Cica, Certified Vegan, Cruelty Free (ORIGINAL / 40 COUNT)",Commonly.,2.0,I think it’s a little facial.,1
RFP73C3GH0G0Y,"Reviewed in the United States on March 24, 2021",Electronics,CellPhones and Accessories,"Ailun Glass Screen Protector Compatible for iPhone 11/iPhone XR, 6.1 Inch 3 Pack Tempered Glass",Not durable,2.0,"It fit well but did a crappy job protecting my screen. My phone fell from the vent clip holder in my car onto the gear shift and not only was the ""screen protector"" cracked but phone screen was cracked as well. The crack was so deep that the screen starting turning black where the crack was. Luckily I have insurance on my phone and was able to get the screen replaced. It's cheap so I guess you get what you pay for.",1
R3HQPQCNSDRP2T,"Reviewed in the United States on March 3, 2021",Home and Kitchen,Furniture,"FURINNO Econ Multipurpose Home Office Computer Writing Desk, French Oak Grey",Leg room,3.0,I used I for school,0
R25RGE6IOIDTVP,"Reviewed in the United States on July 2, 2021",Computers,Computer Accessories & Peripherals,Redragon S101 Wired Gaming Keyboard and Mouse Combo RGB Backlit Gaming Keyboard with Multimedia Keys Wrist Rest and Red Backlit Gaming Mouse 3200 DPI for Windows PC Gamers (Black),not very bright,3.0,it could be brighter,1
R19Q8W96BEI2X9,"Reviewed in Canada on May 26, 2021",Sports and Outdoors,Outdoor Recreation,Doctor Developed Copper Wrist Brace / Carpal Tunnel Wrist Brace / Wrist Support / Wrist Splint / Hand Brace -F.D.A. Class I Medical Device & Doctor Handbook -Night Support for Women & Men -Right & Left hands (Single),Disappointed,2.0,A bit disappointed as I had high hopes after reading the reviews. It is difficult for me to get this tight enough on my wrist by myself so I have to try multiple times on my own to get the fit right. The thumb part is also uncomfortable as it pulls at my thumb and makes it feel like it’s going to go numb. I will sadly be returning and trying a different product.,0
R26ELU272NRQ7B,"Reviewed in the United States on May 6, 2021",Computers,Laptop Accessories,"MOSISO Compatible with MacBook Air 13 inch Case 2020 2019 2018 Release A2337 M1 A2179 A1932 Retina Display Touch ID, Plastic Hard Shell&Keyboard Cover&Screen Protector&Storage Bag, Transparent",Looks great,5.0,Sleek design. Love it. The stickers that come with the keyboard are to keep the keyboard cover in place.,0
R1AJ610CZSS4QS,"Reviewed in the United States on September 14, 2020",Beauty and Personal Care,Hair Care,"Castor Oil USDA Organic Cold-Pressed (16oz) 100% Pure Hexane-Free Castor Oil - Conditioning & Healing, For Dry Skin, Hair Growth - For Skin, Hair Care, Eyelashes - Caster Oil By Sky Organics",👍,4.0,I liked itI mix it in my coconut oil n apply in hairs 1s a while,0
R3M2E77DXDWG9F,"Reviewed in the United States on August 18, 2021",Electronics,Video games and accessories,Elite Series 2 Controller - Black,Best controller,5.0,This is the controller Xbox series X/S we deserve,1
R38L84ONHZI5QF,"Reviewed in the United States on December 7, 2018",Computers,Men's Watches,"Fossil Men's Grant Quartz Stainless Steel and Leather Chronograph Watch, Color: Silver/Blue, Luggage (Model: FS5151)",Nice but Disappointed,4.0,"Super nice watch, very much as expected. Only bad thing is that the box was dented from the side which I was very disappointed about. Overall, nice Fossil watch.",0
R16IY78JWTNO69,"Reviewed in the United States on March 31, 2021",Computers,Men's Clothing,"Gildan Men's Crew T-Shirts, Multipack",Ehhh,3.0,"Maybe I've gained weight, but these are pretty snug in the xl size.  Under armour and nike xl usually fit me well.",1
R3GM74J95A45L2,"Reviewed in the United States on August 10, 2021",Home and Kitchen,Bath,"Gorilla Grip Luxury Chenille Bathroom Rug Mat, 30x20, Extra Soft and Super Absorbent Shaggy Rugs, Machine Washable, Quick Dry Bathmat, Plush Carpet for Tub, Shower and Bath Room Floor Mats, Grey","Safe, good grip on floor",5.0,"Comfy, great grip, best bath rug that I’ve ever had",0
R1ETM057RK6SDN,"Reviewed in the United States on July 7, 2021",Beauty and Personal Care,Shave & Hair Removal,"Finishing Touch Flawless Women's Painless Hair Remover , White/Rose Gold",Painless,5.0,I have used an epilator for a number of years.  I was amazed at how painless this was.  Wish I had bought it a long time ago!,0
R3AFLTYDR2HLNT,"Reviewed in the United States on July 12, 2021",Computers,Men's Clothing,Fruit of the Loom Men's Coolzone Boxer Briefs,Not Ideal for Chair Sitting,2.0,These still bunch up to where you have to adjust yourself... Might recommend getting one size bigger to avoid.,1
R2GW3YNH1RH0QT,"Reviewed in the United States on August 26, 2021",Electronics,Camera and Accessories,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio, Works with Alexa – 1 camera",excellent for the pets,5.0,"The girlfriend gets a little anxious when we leave the pets at home, so this is great to let her check in on them.",0
R3DX4EGF33TBVY,"Reviewed in the United States on December 17, 2020",Beauty and Personal Care,Shave & Hair Removal,"SoftSheen-Carson Magic Razorless Shaving for Men, Magic Extra Strength Shaving Powder, for Coarse Textured Beards, formulated for Black Men, Depilatory, Helps Stop Razor Bumps, 5 oz, Red",NOT for sensitive skin,1.0,"Not for sensitive skin, smell is awful",0
R36ZSUG3380V99,"Reviewed in the United States on August 10, 2021",Computers,Computer Accessories & Peripherals,"seenda Wireless Mouse, 2.4G Noiseless Mouse with USB Receiver - Portable Computer Mice for PC, Tablet, Laptop with Windows System - Mint Green",Works great for everyday use.  Rather small for most people.,5.0,"I like the small size of the mouse.  It works great, better than the Microsoft mouse I just tossed.",0
R2HNDNJC7SYC0Z,"Reviewed in the United States on August 20, 2021",Computers,Computers & Tablets,"SAMSUNG Galaxy Tab A 8.0-inch Android Tablet 64GB Wi-Fi Lightweight Large Screen Feel Camera Long-Lasting Battery, Black",It works fine,4.0,"The only issue I have is the touch screen.. it only works 30% of the time, I constantly have to press the screen and long press and retouch the screen.. other than that it works fine.",0
R7XT09OTROCBU,"Reviewed in the United States on July 31, 2021",Computers,Computers & Tablets,"ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01",Good long charge,4.0,Battery life is awesome,0
R3LBBMO24TJSDW,"Reviewed in the United States on October 13, 2020",Computers,Computers & Tablets,"SAMSUNG Galaxy Tab A 8.0-inch Android Tablet 64GB Wi-Fi Lightweight Large Screen Feel Camera Long-Lasting Battery, Black",It is what it is,3.0,"You get what you pay for - a slow, functional samsung tablet.Great for letting the kids watch movies on with nothing serious risked.",1
R1TRI97CJEFAMX,"Reviewed in the United States on June 13, 2020",Beauty and Personal Care,Shave & Hair Removal,"Schick Hydro Silk Touch-Up Multipurpose Exfoliating Dermaplaning Tool, Eyebrow Razor, and Facial Razor with Precision Cover, 3 Count (Packaging May Vary)",Poor quality,1.0,The first one I tried had an uneven cutting surface.,0
RP6TJNAQAHZSR,"Reviewed in the United States on April 8, 2021",Home and Kitchen,Beds,"Utopia Bedding Throw Pillows Insert (Pack of 2, White) - 18 x 18 Inches Bed and Couch Pillows - Indoor Decorative Pillows",Just okay.,3.0,Shame on me for ordering two sets. They’re just okay. I wish they were more fluffy to better fit the pillow cover.They ship flat. You open the package and hope they fluff up. They don’t.,1
R1P0EYO8KHB7AT,"Reviewed in the United States on May 5, 2021",Sports and Outdoors,Outdoor Recreation,Coleman Sundome Tent,Easy to set up,5.0,That it is lightweight,1
R7T3SE7W9G32D,"Reviewed in the United States on September 2, 2021",Beauty and Personal Care,Hair Care,"REVLON One-Step Hair Dryer And Volumizer Hot Air Brush, Black, Packaging May Vary",Very functional,5.0,"No more taking an hour to straighten all this hair! It takes too long to do w a straight iron so for this price, it’s a great product. Throw it in the gym bag and use it at the gym and voila, hair done in minutes. Where had this been my whole life?",0
R3TVURIBVGFN8K,"Reviewed in the United States on December 20, 2020",Electronics,GPS and Navigation,"Garmin 010-02064-00 Instinct, Rugged Outdoor Watch with GPS, Features Glonass and Galileo, Heart Rate Monitoring and 3-Axis Compass, Graphite",Excellent battery life,4.0,"This took some getting used to but I'm better with it each day. I had a very cheap fitness tracker before that worked well for keeping track of steps and heart rate but was horrible at accurate sleep. This has many features, many I may never use but it keeps very good and accurate track of sleep, steps, heart rate and other things. I am now using it on  walks and hikes. It is nice that it gives you all the details such as a map of your actual route, elevation, miles traveled, heart rate etc...I am averaging about 15 days of battery life before recharging. It being winter and it is is always covered when I'm outside, I have not been able to take advantage of the solar charging yet.",0
R2B53PUMJAV8GD,"Reviewed in the United States on August 15, 2021",Computers,Networking Products,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),Disappointed,2.0,Disappointed that it can't do fast charging. It is painfully slow. It now lives in a drawer.,0
R3BBWCSOPD8NH5,"Reviewed in the United States on September 5, 2021",Computers,Men's Watches,Mens Digital Sports Watch LED Screen Large Face Military Watches for Men Waterproof Casual Luminous Stopwatch Alarm Simple Army Watch,Be careful with screen,2.0,"The screen scratches so easily. I couldn’t remember how I even scratched it. Everything else is great about the watch but that screen will scratch instantly. So I rate this 3 stars because all the features work but after the screen scratches it’s close to worthless to me now, I don’t wear it as much anymore.",0
R9Y0K7QF54BRF,"Reviewed in the United States on March 11, 2021",Computers,Computers & Tablets,"ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01",Great back up,4.0,Well worth the price. Small long battery life. Enough capability to support remote learning,0
R1NMQ7DWYT7MHO,"Reviewed in the United States on January 12, 2021",Electronics,Video games and accessories,"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo NES Games",the speaker does not pick up very much noise,3.0,looks and sounds really good.,1
R172FT9WGWP8JM,"Reviewed in the United States on July 1, 2020",Beauty and Personal Care,Makeup,"NYX PROFESSIONAL MAKEUP Epic Ink Liner, Waterproof Liquid Eyeliner, Black",goes on great but does flake as the day goes on,4.0,I purchased this as a dupe for Kat Von D's tattoo liner. And it does glide on very well and its great for the price. But not sure I will buy again. It does tend to flake off and falls under my eyes. For my 45yr old face I might need the tattoo liner from Kat.,1
RHH84WBT2GKCD,"Reviewed in the United States on September 13, 2020",Home and Kitchen,Bath,"Gorilla Grip Luxury Chenille Bathroom Rug Mat, 30x20, Extra Soft and Super Absorbent Shaggy Rugs, Machine Washable, Quick Dry Bathmat, Plush Carpet for Tub, Shower and Bath Room Floor Mats, Grey",Very soft. Does not wash well in washing machine,3.0,Loved the way this felt & absorbed. I bought two sets and wash weekly. The grip disintegrated in the washer & dryer. Not ideal. There’s little rubber pieces everywhere,1
R1IWWRFU5OBKWR,"Reviewed in the United States on December 23, 2020",Electronics,Camera and Accessories,SAMSUNG: EVO Select 128GB MicroSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB-ME128HA),128GB is actually 118GB,2.0,"I bought the 128gb memory card and it only gave me 118 Gpb of usable memory. Where did the other 10GB go? It looks legit, and came from Amazon, but not happy with the fact that I lost 10GB for the offering. Complete and utterly false advertising. I want a replacement or return, this is BS.",0
R379NY0KKPJ8VJ,"Reviewed in the United States on August 8, 2021",Computers,Men's Shoes,Crocs Men's and Women's Classic Clog,Strange sizing!,1.0,"I've been purchasing the same size for years, yet this pair was too big....Very disappointed.",0
RGNZ48DHXU8VX,"Reviewed in the United States on June 23, 2021",Computers,Men's Clothing,Fruit of the Loom Men's Coolzone Boxer Briefs,Really good,4.0,Nice product,0
R3B8VB1NZW63BY,"Reviewed in the United States on June 24, 2021",Computers,Computer Accessories & Peripherals,"livho 2 Pack Blue Light Blocking Glasses, Computer Reading/Gaming/TV/Phones Glasses for Women Men,Anti Eyestrain & UV Glare (Light Blcak+Clear)",The best,5.0,It was a great fit !,0
R1R32C434JSHUQ,"Reviewed in the United States on June 3, 2021",Home and Kitchen,Kitchen and Dining,"Magic Bullet Blender, Small, Silver, 11 Piece Set",Has no Lasting power if used regularly,2.0,"Ok, so I purchased this for my bday to help with adding calories to my diet through smoothies. I've used it about 3 times a week when I work from home. This thing already broke at 4:30 a.m before my meditation at that. I hate when co.panies sell trash products.",0
RER4WGG654QJ8,"Reviewed in the United States on August 13, 2021",Beauty and Personal Care,Hair Care,"REVLON One-Step Hair Dryer And Volumizer Hot Air Brush, Black, Packaging May Vary",I bought this in May and it has already quit working.  So disappointed!!,1.0,I loved the product just wish it would last longer than three months.,1
R3I1Q9Z0XC15QX,"Reviewed in the United States on November 12, 2019",Sports and Outdoors,Sports & Fitness,Saucony Men's Multi-Pack Mesh Ventilating Comfort Fit Performance No-Show Socks,Very good,4.0,Nice and in a good size  but just a bit  too thick  for the israeli Weather.,0
R1AKXAKI05ENRI,"Reviewed in the United States on June 22, 2020",Home and Kitchen,Furniture,"Amazon Basics Ergonomic Office Desk Chair with Armrests, Adjustable Height/Tilt, 360-Degree Swivel, 275Lb Capacity - Black",it won't maintain the same height,1.0,"item arrived fast, took me about 30 min to put together which isn't bad at all.  this is where the good stuff ends.  I bought the chair at the beginning of the Covid 19 outbreak in March, by June the chair's height adjustment has failed--it will let you adjust up but within a day it will completely bottom out.  to maintain your desired height you have to continuously adjust it through out the day.  With me having to focus on my monitor at least 8 hours a day i often don't realize what is happening until my back/neck pain is disrupting my focus.  I weight around 150 so unless this chair is intended for children it is not a weight issue.So, if you want a super low chair, this chair is good for the price.  otherwise, spend a few extra dollars to get a better chair.",1
R2FO5M78U6HNZH,"Reviewed in the United States on December 17, 2020",Electronics,CellPhones and Accessories,Moto G Power | 3-Day Battery1 | Unlocked | Made for US by Motorola | 4/64GB | 16MP Camera | 2020 | Black,definitely holds a charge,2.0,the camera isn't great and my bf says it sounds like crap when i'm talking on the phone.,0
R2MWVPT0BH84ND,"Reviewed in the United States on February 27, 2021",Home and Kitchen,Beds,SafeRest Queen Size Premium Hypoallergenic Waterproof Mattress Protector - Vinyl Free,Great Product !,4.0,"Met my expectations ,recommended highly !",0
R19045V1MWXSBP,"Reviewed in the United States on September 1, 2021",Beauty and Personal Care,Makeup,"NYX PROFESSIONAL MAKEUP Epic Ink Liner, Waterproof Liquid Eyeliner, Black",Absolutely wonderful!,5.0,Love this! Even I can make a great cat eye with this! 🥰,0
R1I5UG9V9RA4E6,"Reviewed in the United States on July 3, 2021",Sports and Outdoors,Sports & Fitness,Saucony Men's Multi-Pack Mesh Ventilating Comfort Fit Performance No-Show Socks,Great socks for running,4.0,Great socks. I use them for running. OnlyIssue is they run big. I’m a size 13 so I got the xl(13-15) and they’re huge. Go a size down,0
R3EGR6GYSAWLLT,"Reviewed in the United States on August 17, 2021",Electronics,Headphones,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black,They didn’t turn on,1.0,They didn’t turn on,1
R22AB8O274S6FM,"Reviewed in the United States on February 23, 2020",Computers,Data Storage,"SanDisk - SDDDC2-128G-G46 128GB Ultra Dual Drive USB Type-C - USB-C, USB 3.1 - SDDDC2-128G-G46 Gray",Good storage capacity and physical size for price,4.0,"I have used this device about 10 times per week for about 1.5 months. Only problem is ‘locking’ open for use in either direction, for either connector type.",1
